dollars_pledged,campaign_duration
6124.83,42
210,30
1211,60
100273,45
280,19
1831,30
24,60
6179,29
156,24
351,15
0,30
0,30
30,30
4063,30
5,60
9897,31
1,30
8062.54,20
0,36
15204,31
0,30
1178,40
1705,30
38,60
340,30
1610,17
1025,60
520,30
6844,59
3583,30
6138,40
0,45
0,30
162,30
335,40
6890.25,15
19,60
32274.69,30
0,60
5464,30
690,30
25314,45
0,40
5,20
10415,29
45,30
1060,35
134.99,17
4269,30
6162,68
1105,30
0,16
19766,60
202,30
0,35
577,7
10773,30
6310,40
1104,30
445,30
351,45
65,41
0,30
0,34
1325,16
61,30
261,16
38,30
3178,40
25305,60
100,15
1522,20
11202,30
0,27
0,60
3285,30
3575,15
35115,31
20,1
0,35
3170,23
14976.09,60
2875,20
126,30
8133.72,27
2266,30
10,60
0,40
4050,30
2038,60
1,30
785,33
155,41
0,10
0,45
997,31
345,42
1,30
0,7
7521,35
686,30
64,45
15462,38
15922,30
7305,30
13428,30
1106,23
40,30
1811,30
7025,30
7493,63
2500,22
125,40
1107,30
8140,31
0,30
10,54
1172,60
0,32
160,30
699,30
57187.3,32
5,30
1,60
10780,30
101,30
5,48
20917,30
12336,31
1740,40
2000.92,60
9732,30
97086.95,29
14950,35
6701,55
24473.99,20
1,30
75,20
4342,34
5230,30
0,60
6261,77
5933,60
3040,60
0,30
5811.23,60
0,30
10,32
5103,30
960,30
556,30
77,60
2501,33
4160,30
2410,30
20,45
11415,28
1034,15
195,32
0,30
4382,31
12280.66,30
2,60
1550,44
0,30
63702,29
3210,14
220,30
40071,30
60,30
285,30
15,30
14375,32
1600,34
80,78
2428.43,31
2551,40
26810.58,30
2228,40
0,30
296,60
540,30
70,31
5350,66
3052,14
2220,29
380,28
540,30
2,30
10,32
0,30
500,32
60297,5
219327.22,24
33,30
4061,21
6,30
5854.82,15
31801,30
565,30
681,30
540,30
1262,10
10708.37,88
3805.45,21
629,29
5000,46
759.66,30
1387,30
0,24
235,58
0,45
15264,30
2914,45
426,30
179,20
15662,41
760,30
40,18
925,30
1064.11,30
15,59
1957,43
11048,25
6360,30
86935,30
0,30
12045,33
456,30
1648,30
175,30
380,36
475,25
0,30
5026.12,60
2675,30
21681,30
156,45
125,60
394,60
366,60
8744,33
3433,30
1470,60
7915,30
72733.54,30
1157,25
0,90
12,25
1426.01,30
8744,30
2060,45
0,26
101,38
75,50
12159,40
3725,30
1039.16,30
8976,30
435,22
0,31
215,40
37697,60
20,30
65,30
16766.77,33
0,30
2805,21
3204.45,26
369,30
303,38
570,51
102608.01,30
8296,45
5,30
3217,35
76,30
361,30
50,37
402,30
52103,41
10,30
628,30
1049,30
3234,30
158,19
7623,35
160,43
0,30
3205,30
5384,30
8,30
0,30
528,31
7285,21
63421,45
25,25
6000,42
380,30
20,30
70,29
1066,45
5209,37
14203,26
250,30
125,30
0,24
0,30
6083,33
430,30
5975,30
571,30
108683.52,45
0,29
1600,45
7394,32
7,28
18121,28
6538,31
3,60
4490,50
92,30
38,30
125,30
350,30
4537.5,90
4393,24
6659,45
8727,30
2210,10
20,30
3663,30
0,30
6231,30
0,49
34,60
153431.33,35
0,50
2855,35
5287.55,20
0,30
100,15
978,21
0,15
3480,45
12136,30
43,30
5,60
5,30
1,30
0,10
1663,60
1293,30
0,30
9758.05,45
120,30
1077,60
2015,25
34,30
1,30
24069,27
140,30
15,42
10,60
0,30
0,30
228,30
0,30
1400,30
2148,20
0,30
351,30
0,14
0,31
1671,30
235,30
1,30
3475,40
1,30
41864,40
0,30
1865,30
0,30
400,30
60,9
29525.5,54
1146.66,55
0,30
965,33
26042,57
3232,30
4530,30
1332,30
38934,28
0,60
20,28
6300,38
46,31
4930,33
306,30
6350,30
20,30
20,30
142368,39
3391,30
0,21
3410,27
1,40
8109.69,30
20,40
5,30
7470,32
17467,31
721,30
1163,30
2970,30
5165,30
2460,30
27,60
1031,30
0,30
1065,30
516,59
6471,30
3581,30
502,35
379,30
3860,36
337,33
715,30
3675,60
191,26
631230.58,25
5115.66,45
30,30
0,60
0,30
29538,51
105,30
33,30
7490,33
60,30
12071,10
175,30
0,30
1,30
275,30
1065,30
5745,30
39,61
73,15
1991,30
2882,56
240,30
4530,28
55,58
550,30
1660,30
15649,30
420,30
100,32
26,30
473,30
8223.11,15
1503,30
0,30
396,56
1877,21
1025,38
156,45
3437,40
11044,30
7018,30
185,58
2000,12
17,45
11,30
1015,30
1,30
51,30
361,31
290,28
12149.01,30
13305,33
150,35
9712,30
0,60
7365,90
16055,46
90,30
1041,30
5000,30
1295,26
1,55
1066,30
415,30
102869.1,24
10,25
1025,7
15963,30
0,40
1,60
605,30
6382,30
484,30
1278,47
1066,37
25190,30
3006,30
0,16
10,30
0,30
6965,29
11125,30
50,30
1736,30
1135,45
12100,30
405,22
35,60
75,28
3021,30
4107,35
28,30
35,30
2,90
3675,30
15201,60
1508,30
70,30
120,14
0,30
290,30
125,30
2085,35
0,30
405,60
8732,30
161206,32
59,30
6516,21
16410.5,13
4720,60
579583.99,31
15627,30
241,18
0,32
4181.31,33
60596,32
0,30
0,12
925,23
4179,20
10003,30
10,30
21141,30
905,30
20,30
21,60
4570,40
0,30
8,30
3695,50
30407,30
0,53
520,16
360,30
7172.55,60
1355,35
0,54
1183,60
10616.22,45
5023,40
25,30
58235,30
0,25
3345,30
8458,30
12892,30
858,30
191,47
40,33
10321,45
102,60
12531,35
6726,30
70873,41
263,30
1751,30
240,61
126,30
130,10
1200,15
312,30
296,30
6010,33
3811,30
1118,30
1,30
760,15
3373,30
575,30
3700,56
36000,41
210,30
16303,27
5037,30
646,59
60338,45
24032,29
100,10
94301,30
0,30
4050,35
25,30
2745,90
4474,38
160,23
4847,31
36660,31
30,59
751,35
2535,21
168782.18,36
10,15
1225,60
6030,91
0,30
13160,29
4010,43
415,40
0,30
1615,30
50,34
16010,50
0,31
3930.22,21
1870,33
500,30
25152,30
36245,45
11762,30
222,10
2819.77,31
13848,30
150,35
1.23,30
725,60
740,30
2,40
367,36
1668,22
60,31
4040,30
260,30
1,30
1735.01,15
215,50
440,30
5407.55,33
3010,30
2065,30
250,40
44175,30
7147,30
5053,35
2046,30
3187,33
20,20
22,45
5652,30
1516,25
120,30
1928,59
53,30
5435.85,30
345,45
7913,30
41532,23
125,25
226,60
96,24
9143,30
307,25
3960,30
126,35
387,30
555,33
6006,21
14000.88,30
610,7
56,36
45,28
10,30
2026,15
821,27
20279,24
385,60
1723,30
426,28
2094,54
77,32
0,21
10350,31
520,21
0,14
35735,24
53387.95,30
5365,31
21,30
16637,31
803,31
19218,30
1531.98,20
0,30
14090.5,32
1016,30
10275.2,30
576,17
0,30
124,60
1528.66,45
15528,30
128,20
510,30
1,30
3920,33
0,30
201,15
21,45
43,60
7,17
159,40
0,30
886,26
10725,24
177496.11,59
60934.5,33
0,30
8312,30
2205,31
1455,50
10,30
3025,47
0,40
0,30
5480.11,30
25,30
12,30
4733,45
23686,30
5,60
1245,24
510,30
11234,30
11005,30
1125,30
1943,3
189,30
0,8
241,30
0,19
3504,30
6565,30
10000,60
390,29
10489,30
67125,55
2650,30
20,15
7931,15
80279.55,30
57,30
680,16
1713,30
386,30
416,60
1370,31
0,30
5655,21
813,30
1,60
2025,30
1160,31
3103,30
512,24
2626.55,30
4577.7,30
10206.01,50
81,29
3246,30
1174,34
1060,45
0,59
0,20
28987.12,30
0,30
280,30
5863,30
585,26
5718,40
12476,30
132,30
20,32
841,30
7260,31
71,34
0,30
25425,31
0,30
0,7
0,30
0,30
1340,30
18649.51,26
344231.6,45
100,31
1164,32
63955,31
134348,23
11921,30
1,30
7125,30
4228,30
1710,21
14181,20
76,60
2,30
166,30
11,30
0,59
0,30
125,30
0,30
2765,30
250,30
140,90
26096.02,28
33734,37
1265,21
106,45
5236,30
0,30
10660,29
1,30
245,35
1590,13
12050,15
50454,45
4230,30
699,30
5,45
605,30
13234.27,19
12582,30
130,60
1202.25,30
1250,51
0,45
25,30
613,36
280,30
0,30
33215.5,30
4004,25
1795,60
0,34
342,16
5474.66,30
770,29
845,7
1125,20
45,21
610,32
525,30
0,45
3110,60
610,30
40,30
859,30
281,36
32508,30
0,24
825,11
3,25
3573,33
699,30
110,45
45,30
2965.86,35
21,30
5872,21
135,30
197,35
3326,14
16,30
6915,42
50,12
4918,37
1955,40
0,30
46616,30
0,14
4,57
2510,30
5211.98,60
1,30
125,30
121,24
2536,16
716,45
2,30
15,5
0,30
3105,30
120,30
5897.32,30
28678,35
12,10
100,45
29960,60
110,38
10,14
0,30
2391,30
2905,21
5110,30
0,30
310,30
636,37
85,30
860,90
5,30
5045,30
1414,37
1,14
5966,30
0,30
5090,20
13100,30
15213.13,31
2897,10
467,25
0,25
60,14
5786,40
4192,30
4338,30
2540,30
3506,16
301,30
152,30
12023,59
1341305.03,33
0,57
7599,30
0,29
10,50
20070,45
1344,37
16221.55,28
170,60
6000.32,14
2,15
3,30
2185.04,33
1169,45
0,30
25,30
6,30
410,25
50462,29
495,43
505,30
15346,60
0,30
2747,29
10650,30
1590.41,30
9292,35
5115.35,32
0,29
3029,36
1413,30
100,30
2095,41
10220,30
0,30
30,30
8598,31
6838.73,20
551,30
0,30
740,22
1,30
11003.66,30
1427,30
3500,24
10402,30
10,30
0,42
31600.2,32
32813,30
41136.55,30
1000,25
1301,30
210,41
4060,30
8396,30
4782,21
20,30
1464,38
2887.66,30
26659,33
1286,25
6932,30
1541,60
0,28
230,45
0,45
0,30
17550,32
79090.77,28
6225.64,21
75,29
1531,30
11644,30
1,30
15675,35
20,30
573,30
13475,46
725,61
275,60
0,30
0,30
2272,37
0,30
58042,31
1735,39
291,45
268,31
0,60
5151,33
11049,30
350,28
585,30
27478,14
157,31
260,4
90,30
5737,25
0,60
1,30
0,12
800,30
0,30
645,19
910,57
132349,35
11630,30
0,60
4391,30
300,30
1676,30
515,30
384,39
1200,30
1240,30
1826,33
45,30
20,30
640,49
2281,30
0,30
215,30
925,30
65,30
18436,30
9125.5,30
3242,41
4293,36
6879.5,27
5575,48
5755,30
2528,30
23961.35,45
2521,53
55,30
10,30
455,12
26671,26
7175,30
400,52
400,37
12777,32
2220,25
0,30
23966.82,21
0,29
4425,45
1095,30
355970.82,45
8,20
5885,31
65,37
5756,30
35,40
2790,41
156,30
2027,32
7701,30
0,30
184,28
1500,28
2,35
15,27
10951,30
50,45
431,30
25,91
1066,60
9465,30
1901,30
20,60
141,30
205.39,30
85,22
0,7
862,32
30,30
80,36
20,45
1000.01,28
1316,30
0,30
8405,30
10569.32,39
1,30
1880,30
3300,21
230,30
4680,30
0,45
166,30
75,30
235,32
1406,45
5050,30
11290,60
6553.57,30
5,7
2,30
2200.77,36
440,60
5025,35
0,30
3430,45
7631,60
25,60
90,30
120,22
2732,40
85,25
155,30
15626,30
154106.36,30
40,34
100,60
0,30
20,30
19710,30
18,30
5809,30
10,30
7233,30
3616,30
84811.52,16
451,89
144,60
20626,30
0,30
6,45
5250,30
2365,21
1360,30
20,30
1,60
120,30
3802,30
594,39
1970,90
400,42
9257,29
521,30
4135,32
60,30
15,14
17497,24
4330,30
2718,31
29783,60
11023,30
50,15
360,32
0,30
0,45
4664,30
0,33
4146,45
36,11
48048,35
90,34
6268,30
1370,40
5230,30
32252,30
0,30
5113,30
26,29
726,30
55231,30
11,30
7157.99,50
50,30
225,30
140,30
170,38
25,58
10016,50
1225,30
2215,33
1,32
5450,47
6206.99,30
1002,41
1365,45
35,30
6270,38
0,25
1265,30
30,30
1,20
10,38
35,30
0,30
0,20
1811,45
0,30
40,15
191,60
11,30
0,30
4063.07,33
56859,30
535,32
742,30
415,22
4350,33
709.08,14
1423,14
3004,30
100,30
160,40
4693,7
10003,23
0,47
1300,45
5088.5,31
2625,10
43,30
9451,41
0,30
0,30
1369,34
56724,30
885,30
2847.11,24
5010,30
1207,56
2356,30
78889,30
26,30
10195,10
390,30
0,31
1345,39
8105,30
38,30
56151,28
0,38
406,32
0,30
100,60
0,26
275,60
630,31
1625,30
3,14
39352.75,32
1089,30
2210,30
10245.33,31
101,30
10622.11,60
1,60
33568,30
3810.5,30
164,35
500.82,35
12895,36
20852.69,30
315,16
2445,30
0,30
3080,28
2242,15
89,30
0,30
1075,30
0,21
10815.14,45
732,30
0,30
265,18
3512,60
13612,30
40025,34
967,31
551,30
3616,30
25,30
51121.99,20
8583,35
7,21
100,26
3501,30
1855,30
108,60
60,30
0,30
3680.03,51
105,30
2,44
1820,30
25,38
130,31
2800,30
3215,40
706,15
0,30
133,30
26,30
0,30
2837,29
121,30
0,60
106,30
1,30
913,14
875,50
65,60
0,48
7104,30
0,30
3,29
0,10
1149.66,30
141,30
0,30
26086,31
1265,30
5000,35
180,4
0,21
0,30
1621,15
20,30
11227,30
1272,16
4300.11,30
410,40
20761,29
35,60
480,30
11563.12,30
11,30
8007,21
394,30
1426,36
2037,30
50528.35,30
29,60
686,40
165,60
3,60
198,30
2475,32
61,30
0,60
253,33
271,45
1865,31
6025.03,30
160,42
2980,8
260,45
1010,30
587,30
11705,30
5006,26
1041.29,15
11225,45
558,50
4565,30
3031,46
332.5,30
790,30
53424,60
405,30
7022.02,24
1,30
2670,30
137,30
1,13
490,30
5905,30
3760,30
28115,45
5075,33
0,14
235,30
5,59
79187,31
302,30
20,45
905,91
5372,36
35,30
17700,38
818.77,26
420,26
26788,36
8978,28
0,33
6051,40
9016.16,30
50,30
2579,35
3294.01,7
1400,29
5026,33
6651,29
0,46
101,30
0,30
1,30
160,35
0,60
4158,25
75,45
838,36
5911.55,37
11425.5,60
254,60
3505,46
20225.57,31
0,33
0,26
125,28
0,35
7665,60
0,30
3330,30
130,90
2055,33
4087,30
1,30
125,30
0,30
121329,30
1,30
70,30
130,38
10,30
1522,30
134,40
0,20
0,59
1655,60
20512,30
0,60
333246.79,29
0,30
191,15
0,60
671,40
5161,30
3459.99,60
1000,32
54,30
0,45
5252.2,30
756,90
0,30
2740,27
3344,31
1,30
1826,38
100,21
50,29
313,30
0,30
1810,87
1273.33,30
4153,31
15,30
14067,32
15807.87,30
3188.33,60
20,30
25,60
12059,51
7641,30
115,44
203.62,30
0,30
3,30
5,30
0,54
3926.66,30
0,60
3745,60
1805,21
380,32
0,30
659175,44
0,30
616,30
30,30
8691,31
611,9
6723,29
85,31
15,60
1290,63
4800.11,28
2260,30
12125,60
1557,25
65,45
2235,19
140,25
1470,52
0,25
36,24
235,30
20,30
1177,30
6501,30
604,46
735,28
100,50
2654,30
50,7
0,6
341,30
1150,35
1885,10
10,32
0,60
45,55
2045,51
0,30
910,40
1697.99,30
2850,28
3,30
501,45
41,30
240,30
0,30
5401,45
1364,30
7,31
710,24
161,30
2505,30
210,31
30,20
2826,42
20,60
14000,29
424,55
9366,30
1475,42
825,30
2610,61
686,45
515,30
4135,51
1030,15
950,45
294,27
2647,45
9130,30
3140.55,30
354,29
2091,30
1,30
0,18
2304,60
11078,45
0,56
4000,90
10090,30
1800,30
7110,60
715,30
30,30
165,30
0,25
0,10
137,30
10049.99,91
0,60
155,30
2426,30
1059,14
595,24
47629,30
175,30
490,60
0,40
900,29
2112,30
12132,30
396,60
0,45
150,30
0,30
5,30
750,30
4245,30
10,45
5829.22,30
637,48
4171,30
2417,30
7175,60
981,47
7006,50
7551.66,30
654.91,14
5390,50
24618,40
41,30
0,30
713.34,45
10,30
0,89
45,53
21300,30
1605,30
1566,30
26060.37,45
52,15
2671,30
68112,15
4849,56
2826,30
5334,30
1226,30
787,30
22,45
1385,30
8350.8,30
30465,30
85,30
1,30
106280,50
502,30
75,31
0,60
40,45
180,60
820,16
117,30
2686.99,60
131,36
6063,30
302,24
1330.88,30
16651,34
22038,60
30,29
1408,30
2507,21
2,60
8801,30
2510,30
491,35
11175,33
3076,30
20,30
288,39
1257,30
3541,30
2151,21
85,30
546,28
8,24
609.99,55
5732,20
35385,30
10840,35
118.77,45
2080,30
50,15
270,49
0,30
56,25
550,30
3175,30
562,20
8,30
1611,24
325,7
1170,60
70,30
483,30
1616,25
41,30
2,60
10536.25,31
181,30
17123.16,22
372,30
7976,35
13024,60
136,35
107,32
110,40
5000,30
231448.55,60
1025,92
384319.48,28
2828,30
2721,30
52746,45
300,30
860356.93,30
24016,30
7059,20
0,28
9149,30
28044,23
115,30
30,30
2004,32
25,29
2121,20
63,20
0,30
40,60
0,30
8512,30
11114,38
920,36
0,30
0,50
1520,90
1635,60
22026,30
0,60
0,45
3345,28
466,31
1,34
22355,30
6,30
320,45
0,19
0,15
6728,38
2802,30
400,78
193,30
0,30
6962.75,32
0,59
876,26
111661.04,30
2630,30
1673.12,30
7801.02,45
6,21
0,60
2503,30
1588,30
617,30
3861,30
49002,30
3,30
1324,60
596,30
0,60
11,30
468,30
0,60
60,30
54182,30
10264.97,30
450,30
0,22
3742,30
1906,35
3645,30
2433,30
16,30
0,42
1915,29
5226.99,23
5262,30
4551,45
6,30
755,24
6192,33
404,30
7780,41
330,43
360,30
21,30
41,30
9745.99,30
3065,41
210,30
10226,26
18380,45
5010,30
3316.7,30
841,31
906,30
1200.66,30
25,50
0,60
103,3
3904,15
8642,28
9031.16,33
745,24
1445,30
59,30
5,15
266,30
715,40
1152,40
178,28
1393,30
2061,23
2478,35
2600,60
1330,30
331,45
5005,27
56,45
318,29
32958,30
325,21
4014,27
10552,30
15,60
200,60
1,30
396,17
65787.01,28
10,40
6490,45
36,30
40,30
100,10
11864,33
17917,32
6634,60
0,30
0,6
0,30
2010,22
1627,32
820,30
612,40
51547,42
19476,37
6000,30
6757,30
185,15
0,30
13404,30
3300,60
495,30
0,30
0,30
6145,30
656,60
2525.93,19
15410,38
150,40
373,30
1223,15
8708,28
0,30
482,30
66,27
17148,21
5116.5,30
823,30
360,30
985,30
575,89
2083.02,30
3026,29
336,30
1105,30
3520,45
2151,60
23468,25
1996.11,30
5836,30
12914,33
1,30
15062,47
5,30
35077,10
786,45
1130,30
15510,30
510,30
28,60
6,36
1007,30
275,17
0,3
26907.55,30
101,30
179,30
32614,31
0,30
112,30
0,42
1,30
5012,30
0,57
286,30
1,18
2922,45
75347,31
351,30
13682.15,29
2913.96,65
5395,60
0,30
4797,15
5733,30
1595,31
230,30
4308,30
0,15
110,45
763,30
60,45
0,60
981,29
15457,30
135,60
0,30
30,40
0,30
1516,10
279,30
3187,30
317,13
1060,60
35,34
356,25
6705,25
10959,37
588,60
0,56
60,10
25,30
5600.65,30
25,29
26,15
5,30
1900,91
98895.5,60
20,30
11,30
60,60
20,40
0,60
1500,20
51,30
0,30
460,30
5,30
4890,31
16459.01,60
100,30
6550,49
0,17
60,30
30199,35
5930,45
1272,19
0,30
3206.01,61
516,56
570,30
529,30
460,30
0,30
0,30
0,30
0,40
5780,91
1384,37
156,40
3480,37
295,31
804,30
4064,28
20416,33
9537,30
0,30
0,30
30,30
5650,45
12874,31
0,33
840,60
0,12
34451,30
1356,30
100,56
3015,30
3064,32
363,35
265,30
1,60
12508,22
4463,30
1206,47
1864,45
2471,30
137,30
12526,29
8148,30
0,33
257771,30
3516,30
7540,31
25,30
1410,23
0,60
365,30
500,27
75,17
5020,30
110,40
15230,30
42468,16
13904.82,31
75,20
3550,53
0,30
35,10
25263,40
4695,30
8058.55,32
3,60
5045,21
0,30
1576,40
1245,30
245,30
833.36,48
2,58
3030,40
85,45
15491,45
989,30
215,30
2458,39
1,21
0,30
829,44
10140,33
0,25
4076,31
0,30
9473,36
23807,22
220,35
274,60
23335.01,30
0,30
15450.45,51
345,30
515,60
4706,33
12508,30
140,20
730,31
2265,30
1020,21
540,14
1168,30
1962.5,30
1036,30
11738,32
3525,30
19,60
0,60
6435,36
30,30
4658,30
416,30
0,60
3562,23
1611,30
3832,24
1,60
100,10
1108,15
12952,30
84,7
9170,30
9492,30
215,59
21951.77,39
3496,36
350,32
28550,66
910,41
26022,30
6700,31
0,30
5000,30
8076,30
1019,14
424,30
33637,30
2026,60
6540,60
251089,31
0,38
10016,30
20933,37
370,30
51,27
21393.69,30
0,60
0,29
66,59
10808,43
286,32
0,18
0,15
42723,30
19308,29
1451,26
0,30
2038,12
975,45
75,30
12675.15,50
13343,30
1,30
857,36
300,30
125,40
0,60
732.77,30
769.77,30
25172,7
5,7
341,30
0,30
232,44
3310,30
945,37
11,30
315,24
135,30
1390,30
1720,67
49577,30
3125,31
939,21
1003,56
171,25
22381,30
96,30
40,40
3091,40
50,30
3271,21
1,57
10033,22
1530,15
2768,33
14812.14,41
130,33
0,30
2594,31
0,30
3,60
1060,29
21857,36
688,20
8585,30
0,30
930,30
502,30
0,52
10,24
4962,36
185,21
942,20
13945,60
5693,45
64306,30
245,20
1590,30
5637,31
2174,31
50,66
0,34
2650,52
15,15
50,30
0,8
2479,30
7785,46
0,41
0,30
0,29
24924,41
3638,30
1,30
65465.66,30
5,40
101,30
516,60
0,60
5040,30
2099,30
1257,45
2287,30
500,60
1069,30
2573,54
401,30
815,45
1634.01,33
3528,30
10,32
9026.17,37
4552,35
13,20
3194,20
0,29
1108,30
130,27
6186.55,31
836,45
0,45
39207,60
1,14
1,30
1530,21
2065,42
1665,18
695,30
645,30
9153,45
0,30
95,30
35,14
92264,31
25,30
4822,30
2685,60
640,60
11655,30
21744,30
16,59
511,30
0,45
0,30
0,30
4076,30
28633.5,30
645393,58
26855,31
13864.17,40
0,30
1643,30
0,30
2743,27
190,30
5440,35
0,30
4635.01,62
202,30
1697,30
8051.99,30
1,30
7450,32
1076,39
1001,45
24,31
12150,28
260,30
114,30
67,26
0,30
155,23
2070,32
0,60
0,30
30,30
5430,58
2600,40
125,29
4135,90
12136,90
2,23
5200,7
2525,30
1000,37
1698,60
92,45
5240.5,30
250,30
845,38
0,26
2735,30
0,30
355,35
210,30
60,30
550,24
446,30
5466,30
6,60
525,30
17631.12,35
646,60
0,15
406,41
0,30
25,45
10646,27
5,29
1480,30
0,34
5447.11,30
535,46
0,15
48168,31
1680,45
100,30
132,30
0,30
0,45
380,30
0,30
5994.7,48
66,60
5470,31
230,30
10119,14
20773,32
5,30
10,40
116,28
631,59
1255.01,31
5050,60
77676,30
1410,60
454,45
0,60
4985,30
30722,31
5,30
2880,30
10,30
2856.85,31
1667,54
156,30
80,33
937,41
50,34
620,30
5021,41
138,30
26,22
13931,30
782,22
898,30
380,50
1450,90
25845,46
11357,28
0,25
1860,35
1923,40
25,59
1,35
26669,30
9256,26
55,60
116.11,33
4348,30
359,46
4865,30
1,29
0,60
500,60
2110,30
545,57
3051,53
28,60
1591,30
287,50
0,60
0,37
60,30
280,30
2250,30
4501,29
3295,41
326,30
0,30
442,30
125,30
349026.31,31
1,30
226,51
26,60
1594,23
21027,45
2432,40
638,90
3518,32
2810.5,30
25444,45
55,60
110,60
9745,30
50,15
2384,30
486,30
105,30
4000,35
663,30
5163,30
13750.36,90
6150,31
117,30
1669,30
1638,29
0,7
557,30
5655.5,30
40,45
105,30
542,60
37869,30
75,10
0,36
526,30
0,45
0,30
1852,30
30,45
100,30
0,30
1305,24
5,45
2585,24
5970,21
4391,39
2500,30
6269,30
1091,30
6306,30
3507,30
41,30
30,30
226,32
285081.44,30
6747,30
1821.27,30
2502,30
980,30
3236,90
16055,30
10135,30
285,15
25,30
3804.81,30
760,30
178,30
10000,30
3126,30
12,30
2932.41,39
1,30
0,31
9414,29
2192,31
10,35
25,45
58610,30
1,30
8812,30
178655,30
15400,46
406,30
32,60
625,45
56519.5,60
1895,30
0,30
105,30
1154,30
15085,30
3000,20
13445,29
6440,30
340,30
50,56
25,30
637,30
0,30
18,30
1487.01,30
35,28
0,30
25,30
8735,30
27,30
3806,32
8407,50
172,30
0,20
13,30
7010,31
0,30
10,30
11060,40
0,30
6,30
13875,31
18,24
2671,30
64.34,40
158,30
1623,30
1,30
5700,25
2254.3,30
6167,30
177,30
365,35
3662,30
19577,30
0,30
33,60
34296,30
101469,45
45,10
3706,30
11619,32
5705,30
101.01,30
5408916.95,35
900,30
130,60
0,20
0,33
1247,60
6,60
25,30
7882,30
295,75
145,60
6501,60
50,42
440,30
0,30
134,30
960,20
700,16
2274,30
0,30
1100,30
26,60
12051.61,32
183,35
1434,30
0,16
1247,30
27576,45
175,30
0,30
1238.01,31
17732,30
2015,30
16550,31
480,35
110,36
2140,20
0,30
210,45
10420.07,32
470,15
0,30
725,20
2500.96,30
10051,25
11468,40
356,60
20,20
3026,31
660,40
2791,30
1040,30
16915,35
613,30
14857,30
301,14
450,30
10213,10
285,59
0,30
8620,28
380,30
25715,45
2026,38
560,30
5550,30
0,35
0,60
27,27
1236,34
7326,53
1126,45
0,30
5476,45
0,30
360,27
0,45
42803,29
40,30
600,29
100,20
42800,35
2075.66,30
1,60
2856,30
15,30
25022.34,30
2985,30
0,30
2111.01,39
42,60
466,60
3672,50
0,13
555,30
352,30
0,30
11000,30
41.23,60
0,60
0,88
0,50
8276,30
1675,30
7110,30
150,22
16820,30
76,30
26,35
1056,15
10933,30
50,36
826,60
2346,30
0,30
1298,30
4310.11,45
1460,80
1025,51
197,31
1141,10
2395,30
3154,31
0,19
0,30
10215,46
6730,30
1,30
850,30
9467,31
0,66
1010,31
1395,45
11,30
30105.05,44
2307,38
9423.1,27
141,30
530,36
2042,26
4345,33
16000,15
3446,20
1,30
15675,60
529,31
140949.84,30
80387.54,29
511,30
384,45
3240,33
151,20
37,30
2845,30
1643,42
185,30
0,60
6777,30
23,60
700,30
29327,31
2472,30
810,91
573,30
250,60
146006.78,39
0,30
5121,60
1,30
486,65
1091,30
8200,60
1580,30
0,30
50,30
2315,30
10103,30
1032,30
34721,30
601,21
4550,32
20,30
2600,31
185,30
26245,33
6175,30
225,25
0,5
2481,21
2425,30
10518,35
165,30
1913,21
650,45
0,30
596,30
0,30
886,30
7606,30
85,37
0,30
100,36
0,30
1,60
40,32
0,30
282,30
21,55
292,30
0,30
233,26
0,30
0,51
68208.02,30
7499.75,30
3085,30
459147.6,22
95,30
35087,60
760,28
1205,33
4470,60
8077,30
14350,30
0,31
5,30
985,34
138,15
487,30
1607,30
52,30
11,30
20,30
2072,20
890,30
870,31
5593,30
4015,35
1100,31
5450,15
8953,30
1834,30
560,30
15438,30
330,45
800,30
30,16
1,20
1745,30
1449.15,40
57440,37
5400,30
6,35
36,21
0,30
29348,35
2507,52
1621,60
397,12
1,10
2335,39
9097,30
3362,44
0,30
25,30
0,40
45,60
0,30
300,15
4175,30
32713.55,34
8462,91
0,30
6660,32
30013.52,22
875,5
0,27
11,7
200,30
35,60
9555.22,15
570,30
87.2,14
272990,40
81595.37,60
906,40
8560,31
100,30
10615,60
107,31
380,90
0,30
21,21
33597,30
575,35
431,30
0,30
75,60
39019,30
567,44
24061,31
11729,30
80,14
1,30
330,60
2238,30
1300,48
3892,30
14883,34
23,36
195,32
350,30
555,45
1406,35
335,60
1822.22,39
3301,30
0,15
1780,7
575,30
1070,30
1060,30
1271,31
7820,32
151,30
3001,25
136,40
0,25
46,30
3,60
0,30
0,30
0,51
312,30
1,30
25,28
650,30
339,21
342,30
0,60
303,30
50,90
720,42
2392,30
706,30
376,16
13435,30
1925,35
35,45
1194,25
275,45
137377,46
3338,35
0,30
256,30
0,48
1,60
2640,30
330,30
751,30
1347,30
85,30
1,30
15397,30
1135,30
1290.99,39
35,30
920,42
30,14
960,30
9200,45
10277,30
7575,30
80,60
30,30
19500,16
0,30
1347,60
10120,30
8785,30
2132.02,60
21785,33
6461,60
0,31
1014,30
280,45
85,30
28690,38
2540,30
400,56
590,30
3656,30
46,30
3003,30
19229,30
14,30
10145,60
1271,30
1525,27
2671,32
2163.66,30
337,30
57236.32,45
2117,30
3045,28
180,60
750,30
273.67,30
6761,14
0,30
0,30
18670.4,22
4351,50
1,15
1265,36
122,30
139.9,34
3642.63,28
3040.58,40
3426,30
2622,50
8447,31
3512,30
