campaign_duration,dollars_pledged
5,1760
30,35
30,79
30,26
30,5
30,625
31,9131.17
30,0
20,651.49
30,550
30,5549.53
30,102
15,270
21,1280
25,5965
30,900
45,0
30,2010
33,611
30,97
45,5136
36,750
30,237
48,755.35
30,110.66
30,6255
30,60
60,6.18
25,138.62
31,1000.69
32,21043.78
16,1530
30,260
90,1659
30,0
30,0
25,70
30,803.41
49,0
30,231
24,291
10,1511
31,535
45,556.91
30,1125
22,6882
30,1.46
51,0
45,725
34,6026.73
30,0
60,72.76
20,1110
30,1329.81
45,0
30,45
30,5192
35,95572.77
30,0
36,5307
30,6586
35,96920.51
30,5029.05
31,7720
30,745.24
45,5465
30,14251
25,20637
30,0
21,7126
39,30
32,715
45,362486.05
41,756
30,2663
60,5
30,0
75,816
40,85
22,585
37,3031
30,715
40,520
30,9130
51,125
34,50
31,661.39
30,37406.38
33,1138
12,0
30,1534
30,5411.17
29,6.13
30,41.73
45,51
30,34.98
60,7639.02
60,25
41,1650.08
30,640
60,1025
28,1550
45,1
37,3184.89
35,2830
41,27116.6
49,0
30,22350
60,300
12,155
60,25
30,7
40,0
30,0
30,16175
40,7760.83
30,423
33,5
20,772.47
37,6798.33
36,5720.61
30,12886.25
60,5
34,0
44,0
30,3417
30,15623
30,1
26,55.56
26,6242.6
29,249.15
30,71
30,225
48,2585
36,0
7,0
30,0
40,70
55,6329
30,1191
40,4402
30,14.22
16,63421.65
28,5595
42,4630
45,280
30,3065
30,2614
40,916
60,1241
60,7675
26,5058
34,531
30,0
30,2319
30,290.28
30,604
35,1043
31,15511
30,307.44
32,1610
30,1
60,13126
30,696.27
32,3.84
23,884
60,13.84
45,101
30,226
29,5188
30,20
30,5
31,800
30,1
30,1665
41,6087
31,2500
21,1200
14,5010.31
13,400
45,119
38,1855
21,0
30,61.43
29,35851
31,15542.77
30,2023
30,2301.7
30,185
28,23523.78
60,8603.45
30,0
24,1561
30,111.51
45,215
40,28200
20,30
30,0
30,0
30,488
22,0
30,5111
45,51
29,1322.13
28,0
36,0
50,0
32,20869.11
49,1555
31,3117
30,90
30,91
30,12447
30,92.43
36,34302
30,2679.59
20,1632
39,1650.68
46,511
25,110
25,2318
33,15
16,0
30,4234.34
60,68246.77
30,2145.78
52,871
30,0
28,1152
44,1861.02
60,850
25,0
30,11.79
30,255
60,312
25,21284
31,3056
30,25
30,25110
30,200
60,100
26,706
40,544.03
14,0
30,0
10,125.99
43,5385
30,1
30,2516
30,17540
40,341192.92
30,10969
35,3150.84
21,1085
33,250
30,16.81
27,7240
60,76
30,253335.86
30,5953.18
30,1540
61,37
49,3916.91
31,389
60,2
26,2590
30,6
30,390
30,3635
32,14320
30,5
8,1514.91
45,0
22,1861.77
45,245
35,14677.66
30,69.91
30,20
30,18651
30,0
30,685
59,3086
7,6711.95
60,96.34
30,0
14,400.01
15,56.5
45,534296.99
32,1266.99
28,1048.66
60,5033
14,48.05
30,45
30,3501.47
60,0
60,1
31,5710
60,155
54,2335
30,2132
30,1861.82
45,2153.26
30,130
30,1785
30,25037
22,40
60,1.48
25,7
8,50
26,245
30,2
30,7.51
54,630
25,6230
30,1370
51,30
32,91605
30,4893.8
30,19433.54
30,915
30,78.33
35,240
30,0
30,9381
30,725
60,4169
45,11415
31,0
90,2003
30,442.29
30,55
16,461.81
60,1895
30,0
60,63163
30,0
32,10389
30,311.11
60,78.96
7,36
31,1009.99
37,171.97
30,25412
22,10081.93
30,0
40,780
45,155823.23
21,1870
35,577
30,220
60,728.16
30,513
30,0
31,5153
30,496
28,572
50,5080
30,5836
30,0
45,1134
28,35
60,5011
45,0
30,946.36
33,6078.22
14,1335.11
21,2186
27,20565
50,8061
31,100
30,3
30,53
30,17635
30,6091.45
10,0
34,12176
30,100
60,0
37,2130
21,10083.68
30,0
30,182
60,122.21
30,237
30,10789
30,35146
35,10980.68
35,1487.57
30,680
10,5020
40,74354
43,1560
30,0
60,460
26,4377
30,25
30,105
35,12.03
30,5
60,0
10,1136
27,12.58
30,36.48
30,1.57
29,1217.37
35,4554
58,7712.02
30,71
30,150
31,15368
30,13
31,0
35,3323
36,851.76
30,25
60,257
30,92.68
30,892
30,55
45,617
36,245
91,12713
30,369
48,7314
44,1010
60,1184
30,0
30,680
30,0
60,130
35,0
45,18
30,143
30,1689.86
56,1
30,278
30,14
30,2578.11
30,36069.01
30,0
30,0
28,11.25
60,0
15,9849.91
30,0
15,35
50,28781.19
30,781
15,275
25,1042
30,4728
31,3832
45,6
46,120
30,1221
45,800
31,65
48,65
30,13316
25,1667.04
30,176
21,7497.3
60,0
32,1760
50,2520.66
30,21207.67
32,0
60,2
30,4791
30,0
45,6285
30,1069
31,1.11
30,21
30,200
20,0
60,3418
30,11639
28,7029
30,615
25,7508
30,30
46,6737
30,136.3
30,10018
11,3320
9,1230
20,215.5
30,32226
30,3713
9,1003
61,0
45,3500
37,85
45,50282.8
45,11.11
29,0
30,2265
30,2117
30,1050
30,200
35,280
40,178.77
28,1734
30,51000.15
30,0
30,10711.95
30,3300
35,3
30,1094
42,85
35,115
37,432558.5
30,8541
32,0
30,400
30,13284.16
24,2185.3
34,0
45,0
30,413
62,2604
30,95
60,48
13,978.23
31,440
30,120648
30,15
20,17.5
30,2201
61,1115
32,150
30,56300
33,11662
30,10
19,0
30,0
30,1815
11,226
45,2449
29,226
30,9147
30,1
45,8385
41,710
60,111.33
30,35
30,1090
7,68.88
30,6804
31,18934.4
17,2022
30,5136.99
45,0
17,34101.01
30,1549.41
36,2925
30,0
42,3470
60,172.03
30,50
35,1495
30,103
33,415
25,6155.66
30,255
60,46.31
30,2388
30,115.1
30,3085
27,1735
45,150
40,395
28,50457.81
60,121.88
30,255.5
30,290
45,7
30,110
30,0
30,5484
30,9.56
25,663
25,0
30,1909
60,193.55
30,1
30,375
45,2115
40,1098.12
31,12264
18,300
30,80
55,1575
30,1379.36
39,11238
30,8277.11
15,1700
30,0
30,40
20,0
41,669
45,10684
28,112
30,0
30,1326.97
37,1
30,5203
21,130
21,242
30,0
31,662
26,840.04
30,26
30,20
30,160
30,10
30,600
20,0
30,34164
60,563.44
30,0
60,0
40,412
28,5434.12
28,1
14,546
30,10276
35,1299
30,1229
30,436
30,32627.44
23,2900
30,803
24,9974.78
30,3080
32,6660
21,202
29,0
30,0
30,5
26,152.47
59,1142
17,3225.19
25,11185
40,1696.08
35,7939.25
21,390
35,14504.62
30,139
30,16912
30,36
20,12520
30,661026.77
21,1809
30,50
60,90.16
30,0
60,531
86,5171.23
30,268437.02
60,51
30,1622
30,523
45,3241
30,3433
30,11
32,395
33,3539
30,1000
30,5000
31,2617.26
30,57
7,5595
60,0.83
30,4541
30,1369.56
30,92296
30,3923.9
30,0
46,1017
30,0
30,4706
30,5
30,20
14,161
20,245
30,17610.55
90,5867
58,10
31,9419
30,2686.81
29,1
30,1
60,1862
30,18866
21,5110
45,2845
60,0
30,155
35,17.14
8,11347.53
40,42.87
40,0
31,1636
30,8726.66
30,5206
31,10236.38
39,15308
38,1360.99
30,1.13
45,645
30,0
30,15
30,25182
30,51
31,7421
30,2685
25,9620
28,3580.98
32,291
30,1.61
54,0
30,3852
32,14411
62,1752.13
30,840
30,5686
28,343
31,161
30,0
30,390
10,22706
30,0.76
35,69.81
45,0
45,16.5
30,2535
26,5663
60,0
37,40593
31,35810.41
30,0
30,10621
30,1003
30,502.13
60,27867
18,2550
30,145
17,200
22,55380.11
14,513
30,1691
60,1
45,0
45,4175.14
20,0
30,327.7
21,2200.1
30,5089
59,0
60,11
60,435
30,206
30,42591.78
30,11038.65
30,6206.99
30,0
30,945.9
30,4956
20,610
5,576.7
30,7333.42
30,2
44,1
30,1
40,0
19,156
64,805
30,0
30,7397
30,0
58,83.09
30,2874.49
29,314547.5
15,4390
30,10130.09
10,350
30,12189
30,100367
30,1307.78
35,34.98
29,700
32,298
30,0
45,0
31,2391
21,2605
32,18825
60,10474
30,6306
32,16823
30,17133.48
30,28743.76
35,610
30,56792.53
30,23065
45,6930.01
35,761
30,129
30,1005
20,1204
31,10690
31,1142
30,12542
38,50
30,1661
30,375
30,17.5
30,51
14,300
33,40671
24,0
30,0
30,551
30,2440.06
30,2718
21,75
22,1367
30,71
31,4440
30,0
14,4.71
15,1
30,81
15,2300
20,600
32,752
40,696
30,1
30,32821
30,0
49,1060
41,0
30,3971
31,121743.77
30,0
20,1070
30,330
30,134.16
20,0
21,2651
30,52.32
18,27688
30,7322
60,239
60,2185
31,3055
14,1753
24,79.28
30,10302
30,25
40,172.14
40,0
60,591
30,1
50,0
38,830
29,0
30,50
30,0
28,130
20,115
30,48
30,6300
60,2635
30,1421.03
35,1012
62,5200
30,49
31,3042.64
30,25248
32,43876
60,0
30,0
60,22730.35
60,20
17,2005
30,0.77
30,0
30,574.3
20,0
15,0
30,619
43,3401
30,27137
33,22708
30,85
30,16033
30,1700
31,5688
30,0
6,700
15,0
45,75.01
60,0
30,1
28,836
45,13521
41,10
30,25846
22,75
60,200
7,1498
10,0
30,1180
55,87529
29,2179
30,2346
35,4346
28,705
22,740
60,340.86
60,1321
21,0
32,2621
30,6107.26
30,285
30,34972
30,16383
30,3868
35,46.46
40,1250
14,0
31,13935
30,50
45,0
30,1403
13,0
30,15
35,12290.31
30,5782.49
32,537823.5
28,16016.52
50,50
30,75
7,497.4
60,232.03
30,2
20,300
20,3355
30,1994
35,3977
30,392.17
30,24803.65
27,622.27
30,288.89
42,10101
30,2502.59
38,1980
58,13
60,120
16,52
35,3572
60,271
30,17532
31,7438
30,1103
30,38.05
25,7352.33
58,80
30,6297
30,2018.61
30,1
40,27575.63
60,56
30,19786.53
30,655
28,15
30,650
30,1410
17,1240
66,5196.8
60,0
30,9756
14,1
33,7.84
30,307
40,1201
60,6164
30,543.01
30,375
30,40
30,0
40,513
30,25
30,825
45,1378.43
30,225
60,58
33,0
38,73548.6
30,11
22,30925
30,200
30,0
31,5324
27,633.03
11,1
30,0
15,600
7,10
31,11933
58,12208.66
30,62
39,7315
40,3971.76
30,0
60,47
60,24461
30,3005.33
30,0
28,9114
31,2681
30,30070
35,356.36
43,0
26,125
30,187
30,0
30,1265
33,3575
25,12336
29,5015.58
45,41
60,1
30,5
32,25931.54
28,76
24,55
30,2460
51,3112.87
30,0
45,0
28,17845.69
22,10070
15,461
31,25161
45,1043.53
60,150
29,50
60,1290
30,16.54
30,1342
29,10
31,13576
30,0
30,0
35,208
30,11118.68
30,327
28,6840
20,1878
59,0
33,30243.75
18,170
30,346.49
52,116
67,685
45,810
30,23470
30,3346.8
28,40270.22
30,57
50,347
30,5857
30,545
15,3361
32,86531.12
30,1563
30,7000
30,2443.55
30,273.42
30,4000
41,110
26,2610
34,1450
30,2606
30,554
8,0
30,0
30,83957
30,310.86
30,75
60,3297.66
45,2371.46
30,1
27,0.6
14,31
7,1
30,10839
58,5075
10,55
19,9087
30,1010.13
60,5378
30,6293.13
30,159
30,1
20,12776
30,0.78
40,7133
31,5204
45,14658
27,1056
30,0
60,10
25,1754
45,746
60,1
30,791
34,1275
30,24032
28,30
14,2037
30,165
25,355
30,20604.01
30,0
60,0
23,1426
60,40
28,59870
59,0
30,19120
60,125
60,748
20,32334.44
33,13495
30,570
37,16467.33
30,598.07
32,2150
30,2410
30,6212
28,3593.4
30,10
30,22
30,3539.26
7,33
60,15
60,1410
30,1595
15,55
30,305
60,0
60,411.29
60,693.66
14,1094.44
30,846
43,26151
35,13714.12
14,96.66
60,10
20,0
60,5061
48,120
30,1436
24,7505
30,437.74
30,0
26,196
30,2106
35,4724.13
45,465
30,20
30,500
30,12257
30,1
30,0
30,1680
31,50
30,250
30,3915.3
43,255
37,2.22
30,422
40,24701
36,6184.45
30,5380.78
30,6906
30,63716
31,11108
57,680
30,1542
60,36
30,11550
1,320
30,51400.36
60,12286
32,1
24,0
30,280
30,159.76
30,0
30,1
28,128.44
60,800
20,6465
60,0
15,1332
30,3532
45,7830.01
65,1700
30,10610
30,1233
60,14159
30,0
30,3533
30,669
30,6960
91,486
38,1925
30,8701
46,117529
30,2182
30,5035
20,0
32,1340
29,2079
30,35
60,0
30,1463
41,2660
30,6
12,348.33
30,25
30,0
60,1547
51,215
30,20
49,57617.37
29,6755
32,18197
33,2000
51,6235
20,530.86
38,0
30,200
41,16343
25,11840.95
30,111.4
60,201
37,15845
60,121
60,5
30,0
35,4850
30,23.38
30,23904.02
13,884.19
32,4150
30,1
32,1123
38,30
41,4103
30,36
28,11689.69
30,1630
41,2530
51,1615
30,0
60,193.26
60,0
30,2856
20,5
28,16200
40,1666
30,5501
40,1511
30,5
30,943
37,40441
60,5011
23,100
90,4545
90,0
60,412.05
60,350
15,0
30,5335
30,0
29,33.61
60,63.4
28,1005
30,3.61
45,175
32,210
31,6140
30,10001
30,4635.61
30,2852.66
21,2785.69
21,180
30,3150
30,5920.88
59,0
30,10375.11
30,559.73
30,0
44,0
40,0
30,2
30,192
60,1161
60,1450
28,8821.99
25,2290
45,69
9,1
30,52779.25
29,6355
30,7
26,0
30,605
30,20
20,5310
30,207
31,1520
30,40437
30,5010
30,127.99
21,22373.4
45,2152
45,1579
60,5
30,426
30,5
30,37314.81
30,575
30,4355
32,2027
30,0
30,13010
60,16784.8
30,4559.81
30,264
60,3156
30,1026
33,50912.9
30,0
30,101
30,1224.18
30,6372
30,1
30,10027
24,11
30,534.69
30,6990.66
20,6028
30,1003.1
30,0
30,71
30,6023
37,11469
30,25
30,8680.69
30,694.64
30,5355
31,11772
60,80
55,1563
30,25
28,10915
30,100219.98
30,0.92
60,0
60,580
30,32035.51
30,75
30,0
30,200
60,2
41,9669
60,4915
30,50
45,66
30,0
30,0
30,2545.85
31,284058.28
30,4
60,81
29,0
34,5660.01
30,1028
42,13602
30,1150
19,13782
11,1030
30,529
30,3178
30,5635
30,321
35,1.41
30,0
60,0
30,0
28,1
30,25
30,7214
30,185
33,12442
22,1210
34,1998
24,1859.13
30,1800
30,6001
30,62.8
30,4677.32
31,741
30,5436
40,2802.21
40,1622
55,337.78
30,1815
30,17332
90,70
30,591.17
40,480
16,1249.64
28,8385.88
30,325
35,3640.07
40,866
45,840
30,7000
60,0
30,495
43,3150
30,358
30,10037
30,50
15,55
30,5215
33,4315.63
36,25924.25
29,157.51
30,4000
30,1606
30,43057.99
30,45.35
24,3786
24,772
21,0
45,5712
30,455.79
29,73
40,0
31,405
30,9164
20,2205
30,2153
30,5940
30,3418
40,271
60,10
60,89
30,104
60,0
45,0
60,0
30,15475
17,2250
30,401666.78
30,22485
15,6
30,678.79
14,0
32,20255
37,11
15,0
30,170
60,65387
30,557
28,3999795.77
30,305
30,6910
45,556
30,922
30,5812.93
29,13.16
30,3210
30,4944
32,1335
30,0
60,10135.75
30,3.4
45,301
30,30
30,1568
51,66
33,2954
41,3358
30,5
36,709
30,275
60,0
5,6425.06
30,561
22,155
30,1920
30,1060
30,1909
30,0
60,0
30,220
27,200
30,3208
60,183.75
30,317
30,111
30,550
49,108.86
40,0
60,75243
14,2380
42,881
54,2045
15,0
28,4095
25,650.45
30,3110
37,7194
29,8479
32,11489
30,6035
30,1375
25,25807.35
18,340
60,81
43,1555
38,0
43,0
60,0
60,1
30,377.44
3,26
30,50
45,16763
30,315
30,30001.1
45,492
38,7040
60,0
30,1663
60,6237.5
25,0
30,62.47
60,1127
31,0
30,1.55
32,96
60,124.31
32,5106
30,12220.1
35,1395.15
29,14185.18
45,575
30,25
30,30910
30,131220.67
25,530
15,0
29,765
30,56.39
18,1065
30,300
54,821
30,272.64
30,600
59,8761
30,0
60,1
34,2026.21
30,50
45,35
30,0
31,3900
30,26
30,29
30,1322
30,2676
26,669
30,15650
31,2231
30,7754
30,14808
30,1382.11
45,10621.45
40,534
35,1113.07
53,3470.48
24,556.08
30,0
30,25
15,56.01
24,24688
45,0
25,228.52
45,357655.82
24,7771
45,958
30,163
66,2200
30,260
30,1102.07
90,0
50,2500.27
31,1115
12,6534
37,13789.33
60,2244.29
30,0
45,947
21,28.64
30,457
28,9074.27
54,8520
31,95
60,40
30,3105473.1
30,2600
30,484.65
30,101
19,7545
30,191
30,275
30,11
30,1576.81
30,561
35,11710
30,10
30,230
46,1016
21,1528
28,2249
30,4220.16
38,1
25,5145
21,335
60,3
60,20
15,0
30,4612
32,10729
16,2025
22,2575.09
30,10355
30,1126
30,3873
28,1275
30,12584
28,310
26,5595
6,500
28,904
60,125
30,0
32,2863.46
35,1300
60,26352
30,76
60,320
30,1
53,50492.06
30,2108.75
31,16348
30,1204
30,25
20,0
32,32
30,90
27,274
31,27.93
30,30
30,0
30,10143
30,52.75
30,4.56
25,4119
30,16238.52
60,115
30,12.78
30,61
30,52476
28,1514
35,1380
89,0
30,0
14,335.92
35,20
51,4330
30,26.31
29,64987
30,37.01
9,28
31,1
7,0
30,1298.17
45,228.24
45,106
8,199.84
42,32127.1
60,0
56,0
47,938
20,708.34
21,3269.55
30,11255.92
31,22190
38,2540
30,5805.52
30,1270
60,100
30,26.98
40,4354
60,29.18
30,70.24
30,0
30,698.6
45,4276
43,23236
30,406.49
37,47.16
30,2016
21,5
29,0
60,25
20,78
45,295
21,2100
35,2561
30,10712
30,0
45,1
26,5170
30,1260
30,0
30,244
30,7362
30,1042
31,2650
41,785.21
46,2220
30,71.66
30,73.6
45,1486
30,5
34,385
18,193.09
30,10350
35,237
31,1555.86
59,0
38,20318
60,2325
37,8366
30,1355
30,445
30,21153.35
30,0
30,1050
30,0
30,7418.67
30,0
40,3590
30,150
60,0
30,4726.25
60,101.78
61,298
44,5215
30,1
48,24.55
30,9670.68
60,105
13,1639
30,923.39
30,2166
25,8039
30,1565
30,1090
30,2833
58,0
10,3333.66
30,1858
40,24183
60,10010.44
38,5615
30,0
30,12583.83
30,29406.05
34,5
30,1075
30,200
31,140
60,270
30,222.02
45,0
45,0
32,3593
31,2078.03
30,5
31,161074.93
21,1652.39
60,7751
30,10
60,0
30,583
30,12
60,17.03
30,143
30,180
60,30
30,50
60,0
54,3617
58,30
40,15122
60,210
10,304.59
30,50
35,4798
30,4095
30,1
30,1
60,0
48,48907
33,377
31,352.09
60,3989.73
31,5641
30,5
30,2500
30,2818
30,126.46
45,0
30,859.86
30,1014
29,5186.74
32,3065
40,515
30,2515
53,698
45,129.24
31,5840.85
52,76163
40,5261
45,8782
21,430
30,2128
30,5662
21,0
33,62840
30,225
30,6768
35,24771
30,2137
60,70
60,70
45,6.12
45,6530
58,1081.66
30,0
33,16695
60,125814.73
59,305
30,3357
18,26271
30,2537
40,16136
30,7967
30,440.88
30,0
30,4168.19
21,1634
30,21
35,657
30,27346.99
30,0
30,8111.62
60,8040
30,5740
30,0
31,35008
45,1937
30,0
30,4719.09
18,135
30,26
30,10930
30,80.39
60,2075.08
27,27566.67
42,4166
32,30431
32,9.67
39,250
30,5030
30,240
40,766
30,290
30,1488
60,5626
30,4508.78
45,610
29,45159
33,1608
32,483
30,1947.27
30,12362.01
30,5365
30,5842
40,502.57
32,10100
41,25
30,5892
30,0
30,1.54
30,415
30,190
30,9295
30,0
30,1902
35,50
30,314.99
25,0
30,0
30,5
10,510
30,328.82
60,1522.52
60,0
30,300
45,575
28,13170.84
60,260
25,0
39,2762
60,76
43,94.71
30,0
30,1410.3
30,357
45,4036
40,35.95
39,29879.14
31,10
18,1209
62,3260
30,3347
49,1235
46,20545
21,75
30,0
35,1085
35,2171.01
33,428
56,0
60,152.21
30,0
30,455
21,2925
39,17860.86
32,2653
50,6165.29
59,30
60,0
53,2010
35,265880.54
32,592
29,1035.26
30,0
30,78.7
30,12920
30,1
45,0
30,109.48
45,1482.16
5,175.35
30,425.12
31,5025
30,6248.99
30,241.37
45,1061
19,20
35,3444.41
30,1400.05
21,15636
30,58.97
30,383
31,22045
40,0
30,52
30,216
30,268
30,33.54
18,28026.73
32,1611
60,0
30,1416
30,17
15,0.58
60,3748
30,980
32,8385
30,1006
60,1
30,5460
30,28105.78
15,33
10,1
30,265
30,205
30,50
32,17332
33,12230
30,0
29,1500
90,460
60,0
30,0
30,637
29,0.6
30,73.5
91,196
30,6
35,69
30,900
30,23.33
45,11439.66
30,0
36,31076.57
38,0
30,251
60,47.2
40,22423.17
20,1368
60,89.08
40,633
60,111
50,705
6,10
30,435.43
30,0
30,1526
30,15320
15,0
31,14823.69
30,400
19,0
20,60
37,710
21,1183
50,5101
30,120
30,2205
30,2772
45,2605
30,0
30,0
60,0
31,42557
20,33
36,3782.65
30,0
20,1
22,1447
21,68364.01
30,100.15
40,411
23,95
30,14348.33
35,137811.76
31,1176
30,0
60,120
30,25.79
30,526
30,2686
30,909.28
60,0
31,109
30,15072
45,0
30,86
30,777
30,143
31,3175
40,700
30,25
46,2736
30,51
13,640
55,0
30,1133
44,44183.99
45,190
30,0
20,70
30,13093
15,422.55
29,0
30,7694
60,0
30,1922
30,0
47,15038
60,35
30,1562
30,1016
40,1077
30,1415.49
60,241
30,0
26,2205
30,0
13,0.78
11,0
32,7539
35,0
66,0
4,108
30,0
30,6
30,6381
31,800
45,4574.61
30,2
7,255
35,5098.36
30,639
30,2664.11
8,7654
30,1532.65
21,1775.64
35,5231.95
30,8952.46
30,103.94
30,762
26,3411
30,16925
30,51526.79
30,1140.46
30,0
10,500
30,241
86,60
30,2169
18,1450
25,1843.35
30,75
28,32730
30,4
30,707.63
30,278.53
33,1040
30,590
30,12350
38,5290
29,0
30,4410
30,180
36,2025
60,24.91
47,6
31,6025
45,0
30,0
10,0
32,2557
60,122
30,39764
30,0
45,6908.13
50,5096
30,25556.85
16,545
53,106.88
32,2
30,0
30,10405
25,30756
33,6085
30,0
31,4737
60,250
30,9333.02
60,544.78
30,5170
30,2030
30,0
30,1701
30,0
43,56
31,15858
35,2231
30,9145
25,6784.54
30,1455
36,36.24
30,8615.59
90,10240.53
45,4782.69
31,3154
60,201
28,110
60,0
30,726
31,325
28,500
23,10518.1
60,492
15,172.93
45,118
45,0
30,940.48
50,10770
30,5394
10,2540
31,4874.81
55,20316.58
17,7061
7,600
60,0
30,1175
30,1911.95
40,3646
21,10
17,360
30,0
12,196.53
35,18607.41
30,358
30,0
21,5673
30,8.26
36,283
27,38.79
60,6
30,1020
30,134.02
30,100
24,1607
23,0
30,2184
40,33.7
30,100
30,0
45,551
30,0
30,215
30,607.64
40,10268
32,10
30,3995.72
60,875.44
30,1137
45,360
60,25
30,3876
30,1005
30,60
45,16518.69
30,105745
30,1
30,30
60,0
15,0
40,5568
30,10475
30,2801
44,45424.97
35,10
45,0
30,845
51,856
30,2432.8
30,842.23
30,0
30,48
26,540
21,1001.77
30,5588
33,12577
30,3550
30,902
30,22
60,2624.86
30,70.45
31,15511
44,1
20,132.66
21,1708
30,64563
25,153
30,3515
16,3959.9
38,57124
30,869
34,3390
30,96.2
30,125
29,11663.6
26,0
45,2201
49,0
90,10005.12
23,5795
30,35
31,13599
24,35
30,2985
60,20
30,550
30,728.9
90,10275
30,12127
40,282
30,4424
30,2346
30,2162
30,35
30,0
30,400
7,158
30,483.31
30,4624.86
30,25
30,6685
30,768.88
30,45
30,35936
30,79744.47
30,0
29,495
90,105
45,8149
30,6
30,92.44
16,2826.43
30,0
30,312
30,0
45,3509
21,0
30,0
30,6.09
38,8353.49
26,8474
60,34
17,260
30,14281.97
25,2390
77,0
30,1102
30,8183
26,15293
29,47775.66
30,3123
25,355
30,15610.98
30,301
19,28
30,92.48
24,2242
30,0
30,103.24
30,125
60,0
25,5
31,85210
30,3580
29,56624
31,105
30,0
40,1028.55
24,0
30,0
31,3571.69
30,855.94
30,89.71
31,353
35,33337.32
35,410
41,1254
30,28091.55
41,2000
31,12100
19,1873.26
30,1740
60,0
30,10025
36,2683
30,0
21,3167.07
30,0
30,26.43
30,430
30,52
30,0
60,5
30,7913
30,460.43
39,1588.27
35,5219
30,148.48
9,774.81
30,3678
30,18870.5
35,1957.52
30,7561.39
26,380
30,1
30,0
30,6.39
36,644.91
20,8051.95
30,768
30,117.14
60,915
20,1.07
30,20
49,6577
27,10668
30,10
30,10
30,67653.1
30,5910
31,18438.31
16,350
20,18826
60,389.03
20,23.53
36,501
34,10941
30,0
60,5398
34,210
30,10146
37,9140.01
30,0
30,0
30,125
30,5701.12
30,279
25,200
35,2650
60,0
30,0
30,13403.01
30,2179
30,390
39,0
60,0
30,1133.26
30,230.01
30,85.6
60,10770
30,489
40,13695
24,1256
40,7897
45,418
30,98
40,710
39,32525
30,1.1
40,1163
30,6074
20,926
30,162
45,0
30,0
30,2593
30,50
35,33480.21
22,0
60,860
86,10961
60,163
30,3051.35
45,0
30,3170
51,1
87,25
30,135
28,73.07
54,4115.15
21,1065
21,1525
33,12668
30,0
30,336
60,2626.94
30,5035.69
30,0
30,0
30,30.11
30,5906
30,3119.31
30,426
40,2661
8,237.57
30,693435
37,3139
30,28
30,3854
40,0
30,225
30,60
60,5027.5
20,5255
35,200
30,4223.69
42,1020
30,2002
30,2176
30,2067
30,6540
45,766
20,0
36,210
60,0
27,15.33
22,15628
31,5
30,75
30,0
30,149.29
29,23931.96
45,157
30,1197
60,0
24,794.79
30,1220
30,871
30,51
30,40549.03
16,356
30,219
30,30
30,5319
27,15317.52
30,1291
30,51
30,10160
30,6207
30,155
21,11658.51
60,0
35,1517
30,6840.32
30,0
30,0
45,0
30,983
30,3000
48,162
30,4151
30,0
30,0
33,0
30,0
20,8
60,4695
60,4076
38,713
30,2191
60,166
21,76
52,177.43
45,189.32
30,0
37,228236.01
30,3182
42,40435.87
30,1.13
28,6202
60,0
40,0
30,30.92
17,75
25,695
45,125
30,3170
30,2150
45,1
28,0
60,6356.24
40,5886.81
60,16.73
30,0
35,1155
60,1216
60,260
34,667
30,0
30,334
45,0
30,55
30,497
45,36
30,3626
41,371
29,4140
30,0
30,84.04
60,3452.28
30,690
30,23
22,5075
30,7888
32,3999.28
36,15661.39
40,1
39,2255
60,10220
60,1195.33
35,4934
21,437.37
40,1836
25,0
30,9473
13,0.93
30,5
20,6444
30,20
30,3565
16,390
23,0
30,47778.46
30,40201
40,3000
30,30
45,10
42,3696
47,300
28,0
30,5422
60,25046
30,86
30,660.09
30,6471
39,45
25,11411
30,50
30,50
30,75
60,26
30,0
30,0
30,7145
30,2585
30,498
30,25
37,1087
38,2253
60,1857
89,50
20,22775
6,725.82
25,545
45,0
21,6845
22,1933
33,1132
28,8306.1
30,5
28,6655.72
28,503
30,1655
63,19325
30,1336.46
60,125
60,310
30,1645
46,125
30,8366.42
26,306.77
30,2341
45,120
30,39
23,54877
30,0
30,259
29,1606.55
45,6906.08
30,6443.54
46,2705
21,192
45,1182.87
35,14535.48
30,7109.01
30,6389
27,1675
40,0
30,11222
30,2051
14,0
21,0
17,23
30,81279
45,4093
14,25
60,8552.06
60,0
60,15189
31,11145
23,393
34,28048
33,19.26
30,105
30,106.17
51,16
30,0
28,11586
30,3.21
30,7505
30,611.93
45,21194.19
60,120.14
30,11497
30,0
90,3866
45,125
18,640
24,100
15,760
32,5228
31,7722.93
32,5185
60,7
31,125
25,166
31,11385
36,0
7,0
18,223.88
60,1561
30,35
45,99065.49
60,570
30,1426.42
30,1116.55
30,6582.03
29,0
15,0
30,3446.87
30,109
27,490
34,88936.01
24,1
23,1000
40,6562
30,571.41
46,7345.3
7,61.18
90,300
30,0
1,8385
30,1924018
30,9935
45,38187
30,37
37,2622.02
40,80
15,2768
28,781
30,1037
30,315
30,322697.96
30,2887.23
30,5801
30,0
13,725
60,0
30,10268.23
37,7997
60,3060.5
20,0
23,2850
14,121
30,15542.11
40,1855
31,2740
33,4271.37
30,0
90,0
42,2209.26
30,6249
52,3005
30,22753.43
32,14865
30,1.09
30,0
30,2080
30,403
30,30
30,144682
31,5235.51
60,1325
30,4704
30,11258
30,350
30,6930.9
30,0
60,1
45,2033
31,383.85
30,5733.14
30,600
