campaign_duration,dollars_pledged
60,30
24,820
30,0
60,180000
30,9784.38
30,55
33,10773
30,19760.67
30,85
23,173
34,2500
18,1332
7,574.16
10,110.67
30,114
45,230.11
52,3151.07
30,285
34,825
28,4115
36,23234.95
22,25
31,400
40,5958.5
30,32760.27
30,1614.21
31,3580
35,2405.61
30,2822.94
5,74
45,0
30,0
33,4135
30,0
30,166
40,832.6
30,1001
16,72
32,323.52
60,0
30,150
30,3334
33,11
30,51
30,170
30,202
28,486.33
56,60
13,264
42,0
30,1000
30,0
30,5
30,468.71
39,54233
36,20565
15,125
59,1
30,0
30,1925.21
30,16240
20,592.6
50,85
38,120
24,1946
60,20
30,12803.04
29,37954
22,1315
30,700
30,1
30,25
35,12082
16,10892
31,0
25,20
35,326
25,2183
26,2706.65
60,20101
30,0
33,200
30,113
30,2105.37
45,3883
60,180.36
30,5180
45,6111
31,1417
30,298
25,6193
30,20070
30,27.96
30,1137
37,13565
30,0
20,310
30,4179.05
30,0
30,166
47,157.77
30,322
30,50
30,0
45,45
30,485
32,23001
14,0
30,1099
30,411
30,650
30,9257
19,826.5
25,2512.39
30,3175
60,15371
38,45181
30,11
30,3050
30,417.89
60,75.71
20,0
48,0
28,2583
38,2978
30,100
30,0
30,76
30,39630.14
50,1675
30,1
33,4813
30,5
58,31291
23,3297.97
30,8021
35,1200
45,628.49
60,0
46,34436.65
19,1
29,0
30,3586
31,127412.01
25,0
28,3675
30,11
30,25
45,254971
31,4755
44,2660.58
60,8
23,10
14,2664.5
45,1640
60,27416.21
60,45
15,2830
47,30
30,115
40,13075
60,550
30,1735
41,4497.25
60,1531.55
25,190.3
30,122
30,2346
30,0
42,2550
45,628
45,27154
30,0
22,2754.51
30,421
16,2082
60,2052
6,1467.3
30,57249
60,0
30,0
45,278.03
30,0
8,6325
60,800
35,9543
20,40375.74
30,0
46,3316.7
46,17410
44,280
22,1895
60,1
60,2585
29,23474.2
30,0
32,1
30,790
14,0
14,800
49,20.78
45,100
31,0
45,25253
60,427.19
30,950
42,100
45,10110
31,143555
36,2402
40,1452
45,0
30,45
60,25
32,1530
30,0
15,3310
30,0
31,860
30,34114.88
40,0
30,109
60,487
30,2100
35,5.44
35,758.57
12,3
30,15224.23
28,3.22
30,14920
30,358.33
54,101065
30,1749.38
30,20
30,0
30,3683.57
29,80
30,50
46,7622.6
39,116459.17
30,15
29,5833.1
40,6770.55
25,197
60,70
30,680
30,0
20,11.43
35,27322.25
46,7264.15
40,5191
50,503
20,5000
30,0
26,0
30,2014.19
30,225
30,1125
60,571
30,32577.57
60,8135
27,33154
30,810
30,0
30,91
35,7893
25,2255
30,680
60,903
45,45
38,0
60,260
30,12103.07
30,4509.01
30,522
20,2
30,8470
30,160.99
30,250
32,1641.7
45,601
31,123.51
10,310
30,0
30,12129
30,0
14,0
31,1235
30,27404
60,5075.12
30,18938
14,316.81
30,56
35,5848
40,46.3
34,6680
30,0
60,5003
30,1
30,13232.42
28,2001
25,51
30,40
31,38226.35
90,8904
57,366.37
30,95838
31,817.7
27,2282
30,473
30,0
30,6999.77
30,77
36,48420
31,418
30,159.16
30,10305.11
45,25
31,2825
30,10
10,217.84
25,150
30,13748.74
30,36
30,5051
15,6902
50,0
24,10
30,1456
40,38701
30,5327.27
90,130
60,972
30,21253.13
24,17
60,380
20,206
20,860
27,10702
30,145.41
30,0
27,145
21,6328
26,3031
30,230
5,0
30,145
30,1660
42,3309
45,2770
30,2304.61
9,1369
29,22369
30,10
31,510
35,3842.6
32,9502
33,20215
25,65
30,5095
30,350
28,40758.11
21,39.58
45,1592.54
52,1011
30,0
30,1335
31,3668
45,234518.34
60,0
35,362
10,0
30,23.45
30,25
30,147.65
63,1457
18,401
30,76628
30,873
60,451
30,1
30,26
30,1.09
30,0
60,100
30,0
30,99
30,741.42
30,470.01
30,20
42,335
45,0
30,29092.48
45,0
59,2176
30,2010
27,4852
30,0
32,7631
30,1387
12,2781.89
30,5507.55
30,12996
37,3487.51
30,100
87,2663
30,118
30,2650
30,0
30,537
30,25
30,1
60,0
30,307
24,930
90,360
24,8291
30,260
30,52886.11
30,50
30,0
23,85.67
12,1660
43,1137.22
30,0
22,1114
45,0
30,260.46
30,13010
1,0
30,1650.82
27,9411.92
30,159.55
30,4400
30,0
30,0
45,330
30,11579
30,41.64
30,47.74
60,225
30,1
30,17.99
30,10
30,35
44,5981
20,2830.23
20,516
30,20678.01
31,20
33,78221.34
30,58
31,391
52,9800.55
5,0
30,10.67
34,1394
28,244
16,3172
30,28340
60,241
30,7552
30,15029
30,150.12
46,20
34,477
36,57855.54
37,33104
30,785
15,1666
30,7672
30,71
46,0
35,1248
30,0
31,5062.89
59,1817
30,0
30,30341.32
30,0
30,576
30,51816.65
30,2438
27,14448
30,0
35,470
30,1350
45,73066.05
27,5578.95
14,428.28
30,31017
12,1
30,87774.3
30,10006.13
30,0
30,9915
30,1016
60,1
32,10407.74
30,30135
22,5
60,12.2
30,89.15
29,17464
45,850
31,28770.11
30,65
30,196
15,638
30,128.52
30,3939
17,15.17
9,1942
30,4441.21
4,7146
60,2268.86
30,1113
20,135
20,25
30,248.65
33,50
30,7402
30,102
35,25
35,10116
26,142
30,1
32,1778
21,5410
30,4465
30,15790
25,119.1
60,0
60,8564
40,5420
30,68.62
60,45
30,0
47,6830.77
30,2440
30,399
60,427
30,84331.5
30,0
35,860
22,22239.5
30,2337
45,5235
25,340
30,22
33,0
60,500
30,130
28,4030
30,10
21,94.32
29,3565
24,10233
42,13121
30,522.82
30,106
30,456.74
30,695
24,20
30,0
29,924.7
30,0
30,9501
15,0
34,2483
30,0
30,784.65
30,7000
30,11.1
52,2400
34,1167
60,580
30,15
27,0
30,6820.14
30,64
30,294
30,5827
36,22492
30,5999.79
46,1415
10,10
21,785
24,2208
30,505
45,1860
30,138
13,5844.63
30,12
60,5445
30,5045
33,5372
31,8471
32,32
27,45450.13
30,11153
30,25
40,20
43,16082
33,500
45,25295
30,1037
30,3
38,20539.09
12,2155.42
47,15536.01
30,71
30,5
30,0
30,0
45,360
30,511
22,4860.77
30,20010
26,1132
31,959.45
50,2011
45,2514
30,43.96
35,29231.88
40,107025.3
30,11124
30,397.35
30,175
35,8103
44,202666
30,202
26,752
36,391
30,285
36,797
36,5130.01
30,11800
30,121534.8
60,0
34,6830.34
89,585
31,6001
21,1853
43,277
60,10
30,4395.99
38,1140
31,11584.92
45,76
50,881.68
39,0
30,0
29,16540
30,5186
30,258.51
30,4365.05
30,2050
30,2649.59
30,1
30,1091.18
30,1854
40,4347
29,11106.33
90,10126
9,0
30,82.18
45,5871
60,654.92
30,0
30,21380
28,87817.13
14,4602.16
30,10372.84
45,58835.11
49,0
30,41.78
31,0
40,14.11
30,1870
30,3343
30,72.26
60,0
30,160
45,202
30,7202
32,8194.61
30,2
30,6376.53
20,2520
30,632.07
30,3614
40,2863
60,501
29,113
45,981
60,3432.66
30,0
45,4858
35,99720
60,2
30,30
30,211.19
30,5633.6
60,125
28,73.71
90,0
30,9197
14,903
60,2000
45,5930
60,96.33
60,0.86
30,356
90,25
45,3148.33
60,142.84
21,675
30,2385
15,2490
30,3773
30,60
30,0
30,577.24
30,1357
58,120
25,9146.33
40,0
34,8861
30,20441
30,292.65
13,1307
30,3335
25,89886
30,0
28,423
30,30206
31,4062
22,7294
37,77855.1
30,2931
30,45
30,37.62
35,8551
30,33886
30,15
14,3
22,4360
30,950
30,2131
33,13196
30,30855
31,912.37
30,15862
50,4375
30,71
38,101
31,1000
37,9473
30,100
60,57520.12
60,0
30,8557
30,4570
30,0
31,3927
60,0
31,20826
30,1025
60,10
30,2462
30,4775.95
30,26147.91
30,4810
60,546.74
30,25
30,110
30,0
30,100
30,15143.48
27,1700
60,25
56,12542
37,9100
60,325
30,1215
30,2063.94
40,0
60,130
30,0
30,6460
30,25198.23
30,36.29
30,684
27,1161
35,1618.62
28,12699
16,1
31,20682
60,2677.41
30,515
21,3370
34,3116
32,10170
30,4046
33,5046
31,0
30,16644
30,0
30,22545
45,1974
30,29
21,1272
33,16656
26,0
30,455
45,10245
30,136450.27
30,6045
30,77
32,7001
30,5901
30,958.16
30,4491
53,1580
47,408
28,1.54
30,90
60,6
30,0
30,4051
26,306
28,0
30,1758.71
30,551
30,821
30,1870
26,0
60,1440.55
16,0
30,645.6
20,1
35,806
61,0
32,319
60,1
30,1071
60,385
30,0
30,175
30,402
60,3310.17
29,3302.45
25,24809
30,1
30,175
30,2985
30,3654.18
30,215691
28,0
52,10
31,195
30,30
30,3794
31,0
40,685
60,800
60,31632.25
91,50
30,264
40,715
60,526
20,150
44,5385
30,235
16,777.63
31,1410
90,13026
30,4367
45,1403
24,2581.45
10,1200
30,237
30,4266
50,2508.99
32,2595
63,7853
45,65
30,1667.52
30,140
30,537
30,1090.16
30,3463.21
30,1680
32,400
20,5200.77
30,0
30,30
36,9109
35,1888
36,20255
30,311
30,101
30,4193.72
30,256351.86
60,30.05
25,21050
30,54920.99
60,6218.95
20,7951
60,0
8,64.76
30,29
30,0
49,350
21,20
60,0
35,8174.41
31,3710
29,456.07
59,75
24,14029
30,2082
30,55
45,0
33,117.08
45,5
30,0
30,200
25,51508
30,27643
26,15720
30,2495.53
32,5181.78
30,8860
21,5435.14
30,250
5,0
20,0
45,0.77
30,70
30,340
35,1050.11
54,33010.87
38,3461
30,0
45,0
41,851
15,0
60,470
30,2152
29,3255
40,611
30,0
45,0
30,3705
42,4160.55
30,7941.05
30,785.61
31,8720.88
30,0
30,0
30,780
21,1938
30,1
30,2
60,490
30,0
11,50
60,10646
21,1326
30,206
30,1326.24
30,0
50,0
33,4312
90,160
30,0
51,5
39,50
30,0
40,137
34,10
30,425
30,350
26,8370
30,155
40,1641
30,125
55,2.26
40,0
30,30803
60,26668.87
60,5405
30,150
30,30
60,1
28,7497
18,435
30,3195
30,2577.86
8,88
30,1010
45,1636
34,0
30,0
30,461.83
30,50
48,4601
15,80
30,7226
45,15376
30,11040
30,0
30,0
45,175
30,1
30,1244
30,3295
39,140
8,0
53,2211
45,5000
31,38123
8,0
42,6124.83
15,592.3
30,274.66
30,210
60,1211
45,100273
19,280
30,1831
30,615.48
30,1.11
60,24
29,6179
30,20.45
24,156
15,351
30,169.25
30,0
30,0
30,30
30,4063
30,0
60,5
31,9897
30,0
30,1
20,8062.54
36,0
60,379.88
31,15204
30,31786.94
30,0
30,21.16
30,202.72
40,1178
30,1705
60,38
30,0.55
30,340
17,1610
30,0
60,1025
30,520
59,6844
30,3583
40,6138
45,0
30,0
30,0
30,162
30,32.62
30,0
40,335
15,6890.25
60,19
30,32274.69
60,0
30,43.62
30,0
30,1.21
30,5464
30,690
45,25314
40,0
20,5
29,10415
30,45
35,1060
17,134.99
30,4269
30,13213.72
68,6162
30,1105
16,0
33,703.08
60,19766
30,202
30,8642.87
35,0
7,577
30,10773
40,6310
30,1104
30,445
45,351
48,0
41,65
30,0
34,0
16,1325
29,821.24
30,1076.69
30,61
16,261
30,38
40,3178
60,25305
15,100
20,1522
30,11202
27,0
60,0
30,3285
35,80289.02
15,3575
31,35115
29,6600.42
40,2348.22
1,20
35,0
23,3170
30,330.57
28,370.54
30,0
20,751.54
60,14976.09
20,2875
30,126
27,8133.72
30,2266
60,10
40,0
30,4050
60,2038
30,1
33,785
41,155
60,0
19,1425.46
10,0
60,3648.3
45,0
31,997
22,22314.71
30,8257
42,345
30,1
7,0
35,7521
30,686
60,0
45,64
38,15462
30,15922
59,2.23
30,7305
30,13428
23,1106
30,40
30,1811
30,7025
63,7493
22,2500
40,125
30,1107
31,8140
30,0
54,10
30,1936.5
60,1172
32,0
30,160
30,699
32,57187.3
30,5
60,1
30,10780
30,101
48,5
32,1488.46
30,20917
31,12336
40,1740
60,2000.92
30,9732
29,97086.95
35,14950
55,6701
20,24473.99
30,1
20,75
34,4342
30,5230
60,0
77,6261
60,5933
60,3040
30,0
30,274.13
60,5811.23
30,0
32,10
30,5103
30,960
30,556
30,623.34
60,77
33,2501
30,4160
30,2410
45,20
28,2232.23
28,11415
15,1034
32,195
30,0
31,4382
30,12280.66
60,2
44,1550
30,0
30,0
29,63702
45,5.53
14,3210
30,220
30,40071
60,553.69
30,60
30,285
30,15
32,14375
34,1600
78,80
7,0
31,2428.43
40,2551
30,26810.58
40,2228
30,0
40,3850.39
60,296
30,540
31,70
66,5350
28,55.93
14,3052
29,2220
28,380
30,540
30,0
30,2
32,10
30,2521.08
30,0
32,500
30,341.38
30,0
5,60297
30,992.31
30,120.12
24,219327.22
30,33
40,0.53
21,4061
60,91.9
30,6
15,5854.82
30,31801
30,131.79
30,565
30,681
60,2572.57
30,540
30,3036.58
10,1262
27,0.89
88,10708.37
21,3805.45
29,629
46,5000
30,30.19
30,759.66
30,1387
24,0
30,9076.76
14,0
58,235
45,0
30,15264
45,2914
30,426
20,179
41,15662
30,760
18,40
30,925
30,1064.11
59,15
43,1957
30,893.83
25,11048
30,6360
45,14.4
30,3349.13
30,86935
30,0
33,12045
30,10.48
30,456
30,1648
30,175
36,380
25,475
30,0
60,5026.12
30,2675
30,21681
45,156
60,125
60,394
60,366
33,8744
30,3433
35,11632.04
30,3629.64
60,1470
30,7915
30,72733.54
25,1157
17,168.74
30,209.74
90,0
25,12
30,1426.01
30,8744
45,2060
30,0
26,0
38,101
27,0
50,75
40,12159
28,1504.61
30,3725
30,1039.16
30,8976
22,435
31,0
40,215
60,37697
30,20
30,65
33,16766.77
30,0
30,4928.49
21,2805
26,3204.45
60,12.85
30,369
38,303
51,570
30,102608.01
45,8296
49,1874.7
30,7835.82
30,5
35,3217
30,76
30,361
37,50
30,402
30,24.27
41,52103
30,10
60,0
30,144.73
30,0
30,628
30,1049
30,3234
19,158
35,7623
60,0
43,160
30,0
30,3205
29,707.29
30,5384
30,2482.34
30,8
30,0
31,528
21,7285
45,63421
25,25
30,0
42,6000
33,3095.49
30,16051.89
30,380
30,17207.33
30,20
29,70
26,5550.02
38,11359.59
45,1066
37,5209
26,14203
30,250
30,125
24,0
30,0
33,6083
30,430
30,5975
30,571
45,108683.52
29,0
30,33.83
45,1600
40,843.02
32,7394
28,7
28,18121
31,6538
60,3
50,4490
30,92
30,38
30,125
30,350
90,4537.5
45,6479.92
24,4393
45,6659
37,9753.16
30,1.09
30,8727
29,1192.44
30,1162.56
10,2210
30,20
30,3663
30,0
30,1198.02
30,6231
49,0
60,34
35,153431.33
30,88.66
50,0
60,0
35,2855
20,5287.55
30,0
15,100
21,978
15,0
45,3480
30,12136
30,81.19
30,43
60,5
30,5
30,1
10,0
60,1663
30,1293
30,0
45,9758.05
30,120
60,1077
30,8.63
25,2015
30,34
30,1
27,24069
30,140
42,15
60,10
30,0
30,0
30,228
30,0
30,1400
20,2148
30,0
30,1.61
30,351
14,0
31,0
30,1671
30,235
30,1
40,3475
30,1
44,75.53
30,82.62
40,41864
30,0
30,1865
30,0
30,400
9,60
30,5822.42
54,29525.5
55,1146.66
30,0
33,965
57,26042
30,3232
30,4530
30,1332
28,38934
60,0
8,0
28,20
38,6300
31,46
33,4930
30,306
30,6350
30,20
30,20
39,142368
30,3315.93
30,3391
21,0
27,3410
40,1
30,8109.69
40,20
30,5
32,7470
31,17467
30,721
30,1163
30,916.26
30,2970
30,5165
30,2460
60,27
30,1031
30,0
30,2004.55
30,1065
59,516
30,6471
30,3581
35,502
30,379
30,16.34
36,3860
33,337
30,715
60,3675
26,191
27,2283.62
60,1.28
60,1377.28
25,631230.58
45,5115.66
40,3093.02
30,30
37,17491.6
60,0
30,0
51,29538
30,105
40,16.34
30,33
33,7490
30,60
10,12071
30,175
30,0
60,7.99
30,1
30,275
30,1065
30,5745
61,39
15,73
30,0
30,1991
56,2882
30,240
28,4530
28,0
58,55
7,11101.06
60,210.38
30,550
30,5768.73
30,1660
30,15649
30,420
32,100
30,26
30,241.02
7,85.6
45,1353.28
30,473
15,8223.11
30,1503
30,0
56,396
21,1877
38,1025
35,0
30,0.93
45,156
30,66.52
40,3437
30,11044
30,7018
58,185
12,2000
45,17
30,11
30,1015
50,63.62
30,1
30,51
31,361
28,290
30,12149.01
30,0
30,19050.78
33,13305
35,150
30,9712
60,0
90,7365
46,16055
30,90
30,1041
30,5000
26,1295
55,1
7,3.13
30,1066
30,415
30,0
39,0
50,141.06
30,18.64
24,102869.1
25,10
30,12945.38
40,2358.97
7,1025
30,15963
30,0
40,0
60,1
30,605
30,6382
30,15.71
30,484
47,1278
37,1066
30,25190
30,3006
16,0
30,10
30,0
29,6965
30,11125
30,5.6
30,50
30,70.53
30,1736
45,1135
30,12100
22,405
60,35
28,75
30,3021
35,4107
30,28
30,35
90,2
30,3675
60,15201
30,1508
30,70
60,0
14,120
30,0
30,290
30,125
35,2085
30,0
60,405
30,1792.09
30,8732
32,161206
30,59
21,6516
13,16410.5
60,4720
31,579583.99
30,15627
18,241
32,0
33,4181.31
32,60596
30,0
30,4073.74
12,0
23,925
20,4179
30,10003
30,7.82
30,91.27
30,13331.46
30,10
30,21141
30,905
30,0
30,20
60,21
40,4570
30,0
30,8
50,3695
30,30407
30,45.55
30,0
53,0
60,0
16,520
30,360
60,7172.55
35,1355
54,0
60,1183
45,10616.22
40,5023
30,25
30,12872.52
30,58235
25,0
30,3345
35,6042.46
30,8458
30,0
30,12892
30,858
47,191
41,933.1
39,419.36
33,40
30,1165.81
30,0
45,10321
60,102
35,12531
30,6726
41,70873
30,263
30,1.24
30,1751
61,240
30,1.66
30,126
10,130
30,0
15,1200
11,0
35,304.83
30,312
30,296
33,6010
30,3811
30,1118
30,1
7,218.67
15,760
30,3373
30,575
56,3700
41,36000
30,210
27,16303
30,5037
30,6489.53
30,920.93
59,646
45,60338
60,13.51
30,27.31
29,24032
30,1.21
10,100
30,94301
30,0
35,4050
30,25
90,2745
30,209490.94
38,4474
30,24.1
23,160
31,4847
31,36660
30,11.69
31,6264.11
59,30
35,751
21,2535
36,168782.18
45,35.73
30,9144.24
30,18.83
15,10
60,1225
91,6030
30,0
45,5861.52
30,0
30,0
30,2824.11
29,13160
43,4010
30,369.07
40,415
30,0
30,1615
42,1828.65
34,50
50,16010
30,0
35,33883.36
31,0
21,3930.22
57,0
33,1870
30,500
20,1894.02
30,25152
45,36245
30,11762
30,0
10,222
60,2149.65
31,2819.77
30,0
30,13848
35,150
30,1.23
60,725
19,17915.25
30,2431.99
30,740
40,2
30,0
36,367
30,427.05
22,1668
31,60
30,4040
30,260
30,1
15,1735.01
58,3466.74
50,215
40,4595.24
30,440
33,5407.55
30,3010
30,2065
40,250
30,44175
30,7147
35,5053
30,2046
33,3187
20,20
45,22
30,4692.18
30,5652
25,1516
30,120
59,1928
30,53
30,5435.85
45,345
30,139.38
31,1716.09
30,7913
23,41532
25,125
60,226
24,96
30,9143
30,51.12
30,72.26
25,307
30,3960
35,126
30,2.29
30,387
30,4.04
33,555
15,118.15
21,6006
30,14000.88
7,610
30,531.81
36,56
28,45
30,10
15,2026
30,955.33
27,821
24,20279
60,385
30,1723
28,426
54,2094
32,77
21,0
31,10350
21,520
14,0
24,35735
30,53387.95
31,5365
60,16.52
30,21
31,16637
31,803
30,19218
20,1531.98
30,1.26
30,0
32,14090.5
30,1719.82
30,67.14
30,1016
30,10275.2
17,576
30,0
25,0
60,124
45,1528.66
30,15528
20,128
30,510
30,1
30,96.3
33,3920
30,0
15,201
45,3276.38
45,21
60,43
57,118.89
17,7
40,159
15,1100.28
30,0
28,529.33
26,886
24,10725
59,177496.11
30,0
33,60934.5
30,0
30,8312
31,2205
30,4648.91
30,287.31
50,1455
60,523.13
30,10
47,3025
29,1416.56
40,0
30,0
30,0
30,5480.11
30,25
30,12
45,4733
30,23686
60,5
24,1245
30,510
30,5771.5
30,11234
26,5847.49
30,11005
30,1125
3,1943
30,189
8,0
34,3188.69
30,241
19,0
30,3504
30,6565
60,10000
29,390
60,224.4
30,10489
55,67125
30,2650
15,20
15,7931
30,80279.55
30,13937.37
30,57
60,14.73
16,680
30,1713
30,386
60,416
31,1370
27,2132.42
30,0
21,5655
30,813
60,1
30,2025
31,1160
30,3103
24,512
30,2626.55
30,4577.7
30,0.75
50,10206.01
29,81
30,3246
34,1174
45,1060
40,0
60,0
30,10.62
30,22886.22
59,0
20,0
30,28987.12
30,0
30,579.75
33,77.04
60,7837.41
30,4487.15
30,280
40,357.17
30,5863
26,585
40,5718
30,12476
30,132
32,20
30,841
31,7260
34,71
30,0
31,25425
30,0
7,0
30,0
30,0
30,1340
50,0
26,18649.51
45,344231.6
31,100
32,1164
31,63955
23,134348
30,11921
30,1
14,0
30,7125
30,4228
21,1710
20,14181
60,76
30,121.52
30,2
30,0.78
30,166
30,11
60,0
59,0
30,0
30,10688.59
33,0
30,125
30,0
30,2765
30,250
90,140
28,26096.02
37,33734
21,1265
60,133.93
45,106
30,5236
30,0
29,10660
30,1
35,245
13,1590
3,1.1
15,12050
45,50454
30,4230
30,699
45,5
30,605
7,1614.26
19,13234.27
30,12582
60,130
30,1202.25
51,1250
45,0
30,25
36,613
30,280
30,0
30,33215.5
25,4004
30,666.91
60,1795
34,0
30,0
16,342
30,5474.66
29,770
7,845
30,2.83
20,1125
21,45
32,610
30,525
60,0
45,0
60,3110
30,610
30,40
60,5304.18
60,41.12
30,859
36,281
30,32508
24,0
30,2419.26
11,825
25,3
33,3573
24,4678.53
30,699
45,110
30,45
35,2965.86
45,68.8
30,21
30,4927.41
30,3198.09
21,5872
30,135
30,0
35,197
32,122.14
20,0
14,3326
30,16
42,6915
12,50
37,4918
45,813.28
40,1955
30,0
30,46616
14,0
57,4
30,2510
31,3044.47
60,5211.98
30,1
30,125
12,0
24,121
16,2536
34,0
45,716
25,91.72
30,2
5,15
30,0
30,3105
30,120
28,0
30,5897.32
35,28678
60,0
10,12
45,100
60,29960
50,2422.39
30,1.25
38,110
14,10
15,399.14
30,24.8
30,0
30,1520.41
30,2391
21,2905
30,5110
30,0
60,0
30,310
37,636
30,85
90,860
30,5
32,5044.24
30,5045
37,1414
14,1
30,5966
30,2.05
30,0
30,0
20,5090
30,13100
31,15213.13
10,2897
25,467
30,178.89
21,17.8
25,0
14,60
40,5786
44,21671.64
30,4192
24,11240.55
42,95577.74
30,4338
30,2540
16,3506
30,301
30,0
30,152
59,12023
33,1341305.03
57,0
30,7599
30,65.23
29,0
50,10
45,20070
37,1344
28,16221.55
60,170
14,6000.32
60,0
15,2
60,22119.86
30,3
33,2185.04
45,1169
30,0
30,25
30,6
45,4779.63
25,410
44,75.2
29,50462
43,495
35,936.12
30,505
60,15346
30,0
38,458.06
29,2747
30,10650
30,4996.4
30,1590.41
30,2972.61
30,30149.9
25,29.86
35,9292
32,5115.35
29,0
14,164.54
36,3029
30,1413
30,100
30,0
41,2095
30,10220
30,0
30,30
31,8598
20,6838.73
30,551
30,0
22,740
30,1
30,13462.53
30,11003.66
30,1427
24,3500
30,10402
30,10
42,0
8,0
32,31600.2
20,744.02
30,32813
30,41136.55
25,1000
30,1301
41,210
30,4060
30,8396
21,4782
30,20
38,1464
45,39.76
30,5.36
29,4990.38
30,2887.66
33,26659
25,1286
30,0.79
30,6932
60,1541
28,0
30,3.03
45,230
45,0
60,0
30,0
19,397.54
32,17550
28,79090.77
21,6225.64
29,75
30,1531
30,11644
30,1
30,17.39
31,7324.26
35,15675
30,49453.67
30,20
30,573
46,13475
61,725
30,10390.02
60,275
30,0
31,3022.22
30,0
37,2272
30,5.34
30,0
31,58042
39,1735
45,291
31,268
30,2079.1
60,0
33,5151
30,11049
28,350
30,585
14,27478
31,157
4,260
30,90
25,5737
10,901.35
60,0
30,8738.27
30,1
12,0
30,10.35
30,800
30,0
19,645
57,910
35,132349
30,11630
60,0
30,4391
30,300
30,0
30,676.43
30,1676
30,515
39,384
30,1200
30,1240
33,1826
30,45
30,0
30,0
30,20
49,640
30,2281
30,2082.74
30,0
30,215
32,1507.81
30,925
30,65
30,18436
30,9125.5
15,7.3
60,175.6
41,3242
36,4293
27,6879.5
30,148.12
48,5575
30,5213.25
30,5755
30,2528
45,23961.35
32,2225.25
53,2521
30,55
30,10
12,455
30,42202.87
26,26671
30,7175
52,400
26,3809.35
60,38.98
37,400
32,12777
25,2220
30,0
60,90.94
21,23966.82
29,0
30,343.35
45,4425
30,1095
45,355970.82
20,8
31,5885
37,65
30,5756
40,35
41,2790
30,156
32,2027
25,756.77
30,7701
30,0
28,184
50,400.29
31,344.4
28,1500
30,980.8
35,2
27,15
30,10951
45,50
30,431
91,25
60,1066
30,9465
30,1901
60,20
20,5.1
30,141
30,205.39
22,85
7,0
32,862
29,952.65
32,85996.15
30,30
36,80
35,12.55
30,6590.01
45,20
30,9.32
28,1000.01
30,1316
30,0
30,8405
39,10569.32
30,1
30,1880
21,3300
30,230
31,0
30,4680
30,828.76
45,0
30,166
30,75
29,1834.3
32,235
45,0
20,31.94
45,1406
30,5050
60,11290
30,6553.57
7,5
30,2
36,2200.77
60,440
35,5025
30,0
45,3430
60,7631
60,25
30,0
30,90
22,120
40,2732
25,85
30,155
30,15626
30,0
30,154106.36
34,40
60,100
30,0
30,20
30,677.58
30,13352.99
30,34565.01
30,19710
30,18
30,5809
30,1912.61
30,10
30,7233
30,3616
16,84811.52
30,123.57
89,451
60,144
30,20626
30,0
60,321.68
45,6
30,5250
21,2365
30,1360
30,0
30,20
60,1
30,120
30,3802
39,594
90,1970
42,400
29,9257
30,521
32,4135
30,60
40,130.57
14,15
24,17497
30,4330
31,2718
60,84.49
60,29783
28,0
30,11023
15,50
32,360
30,0
45,0
30,4664
29,38548.38
33,0
45,4146
30,42.06
11,36
30,3454.43
60,0
35,48048
10,0
34,90
30,6268
40,1370
30,5230
30,32252
30,25584.69
30,0
30,5113
29,26
35,5680.25
30,4311.86
30,726
42,416.61
30,55231
30,11
30,1961.65
50,7157.99
30,50
30,225
30,140
38,170
58,25
60,323.82
50,10016
30,1225
33,2215
30,1455.78
32,1
47,5450
30,6206.99
41,1002
45,1365
30,35
38,6270
25,0
30,1265
30,30
20,1
38,10
20,0
34,27257.58
30,35
30,0
30,938.15
31,91.93
20,0
45,1811
30,0
15,40
60,191
30,11
30,0
30,6223.85
33,4063.07
30,56859
32,535
30,742
22,415
33,4350
14,709.08
14,1423
30,3004
30,100
40,160
7,4693
33,0
23,10003
47,0
30,0
45,1300
31,5088.5
10,2625
30,43
41,9451
29,8281.58
30,0
30,0
23,135.58
34,1369
30,56724
30,885
24,2847.11
30,5010
56,1207
30,2356
30,78889
30,26
10,10195
34,3692.54
30,390
31,0
60,1168.24
39,1345
10,807.41
30,8105
30,38
26,62.31
28,56151
38,0
32,406
30,0
60,100
26,0
60,275
31,630
30,1625
14,3
32,39352.75
60,2.28
30,1089
30,2210
31,10245.33
30,101
30,2.88
60,10622.11
30,11222.04
60,1
60,10271
30,33568
30,3810.5
20,3404.12
35,164
35,500.82
36,12895
31,3.84
60,8.9
30,20852.69
16,315
30,2445
30,0
28,3080
40,308.51
15,2242
30,89
30,0
30,0
30,1075
21,0
45,10815.14
30,732
30,16.6
24,0
30,0
18,265
60,3512
30,13612
34,40025
31,967
30,551
30,3616
30,25
20,51121.99
35,8583
21,7
26,100
30,3501
30,11097.58
30,1855
60,108
30,1875.87
30,318.1
30,60
30,0
31,15906.68
51,3680.03
30,105
44,2
30,1820
30,0
38,25
31,130
30,2800
40,3215
15,706
30,0
30,133
30,26
30,0
45,2.14
29,2837
45,149.88
30,121
60,0
30,106
30,1
14,913
15,0
50,875
60,65
48,0
30,7104
30,0
29,3
10,0
30,1149.66
30,141
30,0
30,693.89
31,26086
30,1265
45,9.13
30,0
35,5000
4,180
21,0
30,0
30,114.07
15,1621
30,20
30,11227
16,1272
30,4300.11
40,410
29,20761
60,35
30,480
30,320.27
30,11563.12
30,11
30,1.53
21,8007
